text,tag
"А если подать через госуслуги согласие, через сколько примерно я появлюсь в списке поданых согласий?",госуслуги
"Подскажите, а C будет только на первом курсе? Какие языки преподаются на последующих?",обучение
"Подскажите, а где искать учебный план 02.03.02? Его как просто нет? Планы других направлений нашёл, а этого нет",описание направлений
"Может кто подсказать, в чем в принципе разница между 01.03.02 (прикладная математика и информатика) и 02.03.02 (фундаментальная информатика и информационные технологии)? У этих двух направлений даже обучение на одной и той же кафедре",описание направлений
"Может кто подсказать, в чем в принципе разница между 01.03.02 (прикладная математика и информатика) и 02.03.02 (фундаментальная информатика и информационные технологии)? У этих двух направлений даже обучение на одной и той же кафедре",описание направлений
"Так что вопрос: А могу ли я подать согласие на 02.03.02, если нет на него заявления? Могу ли в университете, уже зачислились на 806 кафедру, перевестись на 02.03.02?",документы
чем отличается 01.03.00 от 02.03.02?,описание направлений
"Хоть программа у 02.03.02 и 01.03.02 почти одинаковые, но насколько легко перевестись с 01 на 02 в случае чего после первого курса?",описание направлений
"Здравствуйте, в ПК подан оригинал диплома, в ранжированных списках отображается Подлинник. А в ЛК абитуриента - просьба принести оригинал в приемную комиссию. Кто решит этот вопрос? ПК?",технические проблемы
"Доброе утро!!! На направление 01.03.00 , насколько я понимаю, готовят несколько кафедр. Разъясните, пожалуйста, как по количеству студентов( абитуриентов) распределяются места??? Или это будет зависеть от успешности сдачи экзаменов 1-2 года обучения? Нужно понимание, если программа 02.03.02 и 01.03.00 одинаковы, то чтобы уверенно быть на 806 кафедре, то лучше идти на ФИИТ??? Спасибо.",распределение по кафедрам
"Не нужно же переживать,что тебя нет в рейтинговых списках,если в лк уже висит,что согласие на направление подано?",технические проблемы
"я правильно понимаю, что 270+ это 100% общежитие?",общежитие
Когда обновятся списки ( ?,конкурсные списки
Как часто будут обновляться списки ?,конкурсные списки
"Добрый день! Чтобы перенести согласие на другое направление в личном кабинете нужно ли что-то распечатать, подписать, отсканировать или вся операция происходит число электронно ?",технические проблемы
"Вчера на это направление принесли 60 аттестатов. Сегодня пока около 20. Скажите пожалуйста, сколько желающих с аттестатами к вам? Есть ли очередь? Спрашиваю, чтобы понимать, оставаться на этом направлении или переносить согласие. Когда будет следующее обновление списков?",конкурсные списки
"Подскажите,  пожалуйста, вы пишете про 72 места в общежитии, а в ранжированных списках на сайте указано 73. Что правда?)",общежитие
"А где можно посмотреть рейтинговые списки на все направления в МАИ? Просто на сайте увидел только по фамилиям, а это не то, что я хотел бы",конкурсные списки
"Добрый день. Если подать оригинал аттестата до окончания работы приёмной комиссии, то можно ли будет после окончания её работы забрать его(допустим если конкурсная ситуация изменится)?",документы
"подскажите, пожалуйста, сколько раз можно переложить согласие с одного направления на другое внутри маи?",документы
"Здравствуйте, не подскажите, когда обновлят списки на сайте?  Последнее обновление 12:26.",конкурсные списки
"Добрый день. Хотелось узнать по поводу мест в общежитие. Последний человек (с 259 баллами) занимает 16 место, что и говорит ваша статистика о проходном балле. Но, насколько мне известно, 1 человек прошёл по квоте и его место для общежития берётся из 16 мест или проходит мимо данного списка? (Фиит)",конкурсные списки
А сколько мест на 806 кафедре на направлении 01.03.00?,описание направлений
Какой шанс на общагу на данный момент?,общежитие
Можно ли только опираться на этот список?,конкурсные списки
"Добрый день! Светлана Юрьевна выше писала, что могут добавить ещё места в общежитии на 01.03.00. Подскажите пожалуйста, стоит ли их ещё ожидать?",общежитие
можете подсказать когда будет последнее обновление списков в канале?,конкурсные списки
"А что лучше для программиста, пми или фиит?",описание направлений
Когда будет следующее обновление списков?,конкурсные списки
"ребят, что по общагам? так и остается 72/16? там про +10 мест какие-то говорили, они куда пойдут? на книпм или как-то распределят?",общежитие
Когда обновят списки на сайте,конкурсные списки
Когда обновят списки на сайте?,конкурсные списки
"Здравствуйте! Подскажите пожалуйста, если не пройдёшь на ПМИ в общагу, через какое время могут её дать, если поступишь на бюджет?",общежитие
206 место из 216 на книпм...  Реально ли или менять согласие?,документы
Добрый вечер 263 балла на пми. Стоит ли на общагу надеяться?,общежитие
"А есть вероятность, что после полной обработки данных с госуслуг, проходной балл сильно изменится?",госуслуги
"Здравствуйте. Есть ли шанс на общежитие с 263? Боюсь, что подгрузится информация с госуслуг после шести и я пролечу",общежитие
"А у тех кто взял талон до 6,но ещё очередь будет , допустим,то после 6 уже не будут приниматься аттестаты?",документы
"А чтобы переместить согласие с одной спецки на другую, что нужно сделать?",технические проблемы
"Возник вопрос. Если я через епгу подал согласие в один институт, А оригинал принёс в другой, то меня зачислят там, куда принёс оригинал или вообще никуда т.к. были нарушены правила приёма?",порядок приема
"Почему так редко обновляются списки, последний раз в 15.46?",конкурсные списки
Списки с какой частотой обновляются?,конкурсные списки
Сколько по времени примерно занимает открепление заявления и прикрепление к другому направлению?,технические проблемы
сколько примерно времени будут обрабатываться согласия с госуслуг?,госуслуги
Когда списки обновят?,конкурсные списки
"Сейчас обновила сайт, вижу что есть. Конкурса нет- это от какого времени информация?",конкурсные списки
"Никто не знает ли, пофиксили прикол с подачей через ГУ до 23:59 или нет?",госуслуги
Переложили согласие с 01.03 на другое направление в 16.45. На сейчас ещё значимся в списках на 01.03 с согласием. Как понимать?,технические проблемы
Когда ждать окончательные списки?,конкурсные списки
А почему нет второй волны? Какая-та важная причина?,порядок приема
"Добр дан, а как будет проходить деление по факультетам на 01.03.00?",распределение по кафедрам
А что будет с неразобранными местами специальной квоты? Их приплюсуют к основной волне?,квота
"Объясните, кто такие целевики от маи?",квота
"А 8 институт все время учится в том же месте, где и пк?",обучение
а почему же нет обновленных списков по итогам дня? как же так можно с людьми,конкурсные списки
А как выбрать платную форму обучения??,технические проблемы
"А окончательные списки в какую сторону могут измениться? Проходной бал может увеличиться? Или те, кто по текущей информации проходят уже в безопасности?",конкурсные списки
"Добрый вечер. Сколько примерно дней будут ""запасдашек"" с ГУ обрабатывать?",госуслуги
"Я правильно понимаю, что ПМИ это профиль информатика?",распределение по кафедрам
"А если через гос услуги подавал документы, то как профиль выбирать?",распределение по кафедрам
А на целевое будут же по иерархии баллов брать или кто успел подать вперёд?,квота
Сколько примерно человек подаёт на комп. науки через госуслуги? Сколько в том году было?,госуслуги
Надо ли довозить оригинал если подавал через госуслуги?,документы
"Сколько баллов максимум может не хватать, чтобы предложили на целевое пойти?",квота
"Добрый день, подскажите, сегодня на сайте когда обновятся списки? И это и будут последний вариант или еще илет обработка согласий?",конкурсные списки
Доброе утро!Где можно ознакомиться с порядком и датами приёма  на платное обучение?,квота
"Здравствуйте, как проходит заселение в общаги? Как я слышал, заселение происходит 25 августа, но можно и позже. Но тут вопрос - чем раньше пришёл, тем лучше общагу забрал? Или списки будут заранее?",общежитие
"Доброе утро! Какие наши действия после 09.08 если видим себя в приказе? Когда приезжать, приносить фото, может ещё что-то?",порядок приема
"Добрый день! Скажите, сегодня будут какие то списки? Вчера в 17.32 выложены некорректные. Описание не совпадает с таблицей.",конкурсные списки
"Подскажите, сегодня будут выложены промежуточные (возможно предокончательные) списки или это будет сделано только 9го числа?",конкурсные списки
"Здравствуйте, уезжаю в дальние края с 10 августа по 30 августа, поэтому на распределении общежитий быть не смогу (если распределение будет около 25 числа). Что мне делать?",общежитие
"Прошу прощения, а что может измениться в приказе , если ты сейчас по списку проходишь",конкурсные списки
С епгу согласия долетят или что?,госуслуги
"Подскажите, пожалуйста. Направление 02.03.02.  СНИЛС - 15397932713.  Очень волнует вопрос по общежитию.",общежитие
на платное как списки смотреть актуальные?,конкурсные списки
Подскажите телеграмма ссылку третьего института,контакты
"Топ-3 вопроса про заселение. Можно ли приехать в другой день заселения?  На заселение нужно приезжать строго в установленные дни для вашего института (приказ о распределении по институтам будет сформирован после выхода приказов о зачислении на бюджет). Почему не пускают родителей в общежитие?  В МАИ есть внутренние документы, согласно которым в общежитиях действуют ограничения на посещения в связи с принятыми мерами по предотвращению распространения коронавирусной инфекции. Можно ли самостоятельно выбрать комнату?  Распределением студентов по корпусам общежитий занимается Дирекция студгородка. В день заселения вам выдадут ордер на вашу комнату, заранее точно узнать корпус и комнату нельзя.  График заселения и перечень необходимых документов указан на сайте.",общежитие
А где находится 8 фак и общежитие для него?,общежитие
"ПК, а сколько по времени вы рассматриваете заявления Платников?",квота
"Всем привет. А что делать если у нас заселение в общежитие 25 числа, а я смогу приехать только 30 числа ( билетов на пораньше купить невозможно)",общежитие
Когда будет распределение на пми и пм,распределение по кафедрам
"Здравствуйте , можете ответить на два вопроса: 1)Нужна ли доверенность или согласие на заселение в общагу если ты будешь с одним из родителей? 2)Где взять выписку из приказа для заселения в общежитие? Или достаточно распечатать с сайта?Или она не нужна совсем?",документы
Программа на 1 курсе у ПМ и ПМИ одинаковая? И можно ли после 1 курса перевестись на ПМИ если попал в ПМ,обучение
"О том, кто на какое направление поступил, мы узнаем в приказе 9 авг? Или позже, ближе к 1 сент?",документы
"Добрый день! Какие из этих профилей относятся к ПМИ, а какие к ПМ?",распределение по кафедрам
"а когда будет известно, кто на какой профиль поступил?",распределение по кафедрам
"Здравствуйте , а какие общежития гостиничного типа ,  а какие малосемейки ?",общежитие
А как происходит распределение по кафедрам?,распределение по кафедрам
"А два раза можно форму отправить, если кажется что в фамилии ошибся?",распределение по кафедрам
Я подумал что ошибся в снилс и заполнил ещё одну форму. Получается я отправил 2 одинаковые. Удалят только копию?,распределение по кафедрам
Когда будут стоп списки?,конкурсные списки
"Подскажите пожалуйста , мед полис нужно будет менять на московский, тогда где таким образом? Или будут действовать полис своего региона?",документы
Что нужно сделать и какой пакет документов нужно предоставить несовершеннолетнему абитуриенту для заселения в общежитие?,документы
"Здравствуйте, а когда можно будет получить выписку из приказа о зачислении для пенсионного фонда? Как понимаю, что ее 10 числа уже можно будет получить?",документы
"А те, кто подавали через епгу, куда получат извещение?",документы
А какие нужны документы для социальных выплат?,документы
"Подскажите пожалуйста, надо ли брать справку в институте для военкомата и отвозить по месту прописки? Или сведения как-то автоматически передаются в военкоматы регионов?",документы
"Если я на сайтах других вузов возможно где-то кликнул на галочку согласия, но оригинал подавал только в маи, это ни на что не повлияет?",порядок приема
"Добрый день! Что мне нужно будет делать после приказа о зачислении, какие должны быть мои действия и какой срок будет на их выполнение?",порядок приема
Есть ли шанс с балом 230 попасть на платное на пми или ещё куда-то на 8 факультете?,квота
когда будет заселение в общежитее?,общежитие
А на сколько ожидаете понизятся в этом году баллы(на плаатное)?,квота
"А если я на 8 факультет не подавал заявление и подам лично в понедельник на платное, то я буду в основных же списках на поступление  ? Когда 13 августа всё закончится, буду зачислять всех включая меня, да?",квота
"Насчёт военкомата Обязательно привязываться к московскому военкомату или можно остаться в своём, но просто отнести справку о том, что являешься студентом вуза?",документы
а по бви как выбирать?,распределение по кафедрам
"Подскажите, а до какого времени нужно сделать справку 086-У?",документы
"Подскажите, пожалуйста, кто может претендовать на стипендию ректора?",индивидуальные достижения
"На сайте так вот написано: ""Победителям и призёрам олимпиад школьников, поступившим в МАИ без вступительных испытаний, может быть назначена стипендия в размере 20 000 рублей."" - это всем бвишникам дают или отчего то еще зависит?",индивидуальные достижения
А как можно посмотреть приказ о зачислении?,документы
"Или как узнать, что тебя зачислили?",документы
"По поводу заселения в общежитие.  1. На сайте 3 пункта: медцентр, дирекция на Дубосековской-5 и обшежитие. Последовательность именно такая? 2. Нужно ли идти куда-то еще? 3. Где брать извещение о зачислении с предоставлением общежития?",общежитие
"Я посмотрел ближайшие общежития к МАИ и теперь хочется во все, кроме ""Дружбы"", 7 и 7В. Однако 25 августа приехать не смогу, только 30 по уважительной причине. Как я понимаю, все места ближе к МАИ разберут и я попаду в дальние уголки Москвы?",общежитие
А во сколько завтра приказы появятся?,документы
А в маи есть место где можно репетировать и играть на своей электрогитаре с вокалом?,обучение
"Можно узнать, какой номер у общежития 3 «Башня»?",общежитие
Добрый день! Вопрос про  списки на платное. Когда обновятся?,квота
"Здравствуйте, что делать если в больнице делают двухкомпонентную прививку(интервал 21 день), а для заселения в общежитие уже нужно предъявить справку 26 числа?",общежитие
"а если человеку нет 18 лет, как ему сделать прививку?",общежитие
Добрый день. Магистрам донести согласие и оригинал диплома можно в любой день или в какой-то отведенный период?,документы
"Я правильно понимаю, здесь написано все, что нужно из документов при заселении в общежитие? Больше ничего?",документы
"Именно для общежития? И что делать, если, возможно, приписное утеряно?",документы
"Добрый день. Поступающим магистрам донести согласие и оригинал диплома можно в любой день или в какой-то отведенный период, после экзамена? И еще вопрос  Где можно узнать по поводу поступления на профили от IT-центра? Поступление по вступительным только или чему-то еще?",порядок приема
"А как понять бюджетнику, куда он попадёт",распределение по кафедрам
"Второй вопрос, если оказался далеко от желаемого направления и не будет возможности перевестись на бюджет, можно ли перевестись на платное на желаемое направление после первого курса?",распределение по кафедрам
Как распределят на группы и по сколько чел?,обучение
"Добрый день. Если у меня есть сертификат о вакцинации, но он действителен до 28 августа, когда заселение 25. Получится заселиться?",общежитие
"У меня такой вопрос, я могу не волноваться о том что мое заявление могут не успеть принять? Оно было отклонено, но я исправил все ошибки о которых говорил модератор",технические проблемы
Когда надо будет принести фото и приписной?,документы
а во сколько приказы будут?,документы
"Здравствуйте, когда будет выложен приказ о зачислении абитуриентов ?",документы
"После приказов о зачислении, нужно будет что-то принести в Маи?",документы
Где можно посмотреть Приказы о зачислении?,документы
А можно пройти мед центр вечером 24 числа? А на заселение как положено 25,общежитие
"Добрый день, не могу оформить договор на сайте, в поддержке никто не отвечает, позвонил в пк тоже ничем не помогли. Очно приехать не успеваю. Подскажите как быть?",квота
"А если в приемной комиссия мне сказали, что распределение по кафедрам пройдет в виде прозвона, и из-за этого я только сейчас заполнил анкету (вчера пришло на почту), то мои ответы будут учитываться?",распределение по кафедрам
Добрый день. Во сколько примерно ждать приказ?,документы
"Здравствуйте! У нас в личном кабинете некоторая задвоенность,как бы 2 поданных заявления, одно через личный кабинет сын подавал, второе, видимо, образовалось, когда привёз оригинал и согласие лично. В конкурсных списках с поданным согласием и оригиналом мы себя нашли. СНИЛС 164-232-441 40. Направление 02.03.02. Не знаю надо ли это сообщать или нет, но решила, что не помешает.",технические проблемы
Можно ли перекладывать согласия когда на платку подаёшь?,порядок приема
"В личном кабинете стоит статус, что нужно принести оригинал документа, а второе не до конца заполненное. Оригинал и согласие мы не отзывали. В рейтинговых списках строчка с нашим СНИЛС одна.",технические проблемы
Зачем нужна кампусная карта?,документы
"А как понять, дали тебе общежитие или нет?",общежитие
А где взять номер личного дела для заполнения заявления на кампусную карту?,документы
что за кампусная карта?),документы
Сколько мест на 806-ой кафедре?,описание направлений
А когда будет разделение на профили?,распределение по кафедрам
"А можно убедиться как-то, что форма отправилась и все хорошо?",распределение по кафедрам
нужно ли указывать профили в лк? сколько?,распределение по кафедрам
"Мы форму заполнили ещё в первый день. Как узнать, что информация прошла?",распределение по кафедрам
"Я правильно понимаю, что в 806-ой кафедре 180 человек, а остальные 70 распределены по другим?",распределение по кафедрам
"А есть что-то типо личного приказа о зачислении?  Я имею ввиду не то, где просто все списком, а то где написана моя фамилия, куда я прошёл и т.д.?",документы
"Подскажите, пожалуйста, когда надо привозить фото и что ещё необходимо для зачисления?",документы
А сколько времени будет на выбор кафедры?,распределение по кафедрам
"И каким образом вообще её выбирать? Будет что-то такое, по часу можно ориентироваться?",распределение по кафедрам
"Можете ещё раз продублировать адреса зданий, где мы будем учиться? ФКНиПМ. Заранее спасибо",контакты
"Как узнать, в какое общежитие заселят?",общежитие
"Можно, пожалуйста, рассказать более понятно про фото и про извещение, а то информация появляется какая-то не полная и дозированная, разобраться сложно, когда и зачем нужно приходить. В какой день и в какое время можно сделать фото и забрать сразу извещение? Как долго ходить в институт с этим извещение?",документы
"ПК до какого числа работает, подскажите плиз?",даты приема
"Подскажите пожалуйста, а какие документы нужно иметь при себе для прохода в ПК и получения извещения?",документы
"Я прислал фото своё, можете сказать, подходит ли оно или передальь его надо?",документы
А когда начнется учеба?,обучение
Есть какой-нибудь чат для поступивших этого года?,контакты
"Скажите, а можно только номер ИНН из Госуслуг или ещё надо обязательно бумажный документ где-то брать?",документы
"что означает ""Фотография не должна быть фотографией или сканом бумажной версии. Она должна быть исходным файлом.""?",документы
меня интересует почему нельзя скан фотографии сделать и отправитьь,документы
"А когда, собственно говоря, нужно приходить на формирование личного дела?",документы
Доброго вечера! Где можно посмотреть учебный план на первый семестр? Не нашёл информацию на сайте,описание направлений
"Подскажите, пожалуйста, а будет ли какое-то собрание до начала учебного года?",документы
В какие дни работает приемная комиссия?,контакты
"Скажите пожалуйста, чтобы сделать фото в комиссии и получить извещение куда идти?)",документы
"Добрый день! Напомните пожалуйста, когда надо придти в институт, чтобы заполнить анкету или личное дело, про это говорили на онлайн -конференции? Столько всего, что уже запутались",документы
Справку для предоставления на работу родителям  можно будет взять 1-2 сентября и куда надо будет подойти?,документы
На спортивные секции когда записываться?,обучение
"Здравствуйте, а когда можно извещение о зачислении забрать?",документы
"Как купить на сентябрь проездной льготный? Студенческого ведь пока нет. Хочется купить на сентябрь уже льготный проздной. В августе можно справку получить, что студент вуза?",документы
"Добрый день! Если сертификат о вакцинации действует до января 2023 года, надо ли делать справку 086-у?",документы
"а на почту придёт ответ какой-то, подошла ли фотография или нет?",документы
Если нет инн что делать?,документы
Добрый день. Нужно ли прописываться в общежитии и выписываться с основного места жительства?,общежитие
"Вопрос о воинском учёте!  Скажите пожалуйста, нужно ли предоставлять студенту 1 курса документ о воинском учёте, нужно ли в нём делать какие то отметки об откреплении//прикреплении?",документы
А когда я смогу получить социальную карту студента для проезда в метро и автобусах?,документы
"Выписка об откреплении от военкомата нужна всем или только тем, кто в общагу переезжает?",документы
А какой номер у дирекции студгородка?  Хотелось бы уточнить момент проживания в одной комнате 2-ух первокурсников с разных институтов. Куда позвонить?,общежитие
"Подскажите, пожалуйста, известно ли, когда будут проверены вступительные экзамены в магистратуру 01.04.02?",порядок приема
"Добрый день! Несовершеннолетним заселяющимся в общежитие нужно письменное разрешение от одного родителя или от обоих? Если есть возможность написать его (разрешение) лично, могли бы вы скинуть форму или образец (чтобы оформить дома заранее) и подсказать, какие дальнейшие действия (относить в ПК или в дирекцию)?",общежитие
"Могут ли ребята с 8 го и 3го института с разными баллами попасть в одно общежитие( 267, 264, 259 б) ???",общежитие
"Подскажите пожалуйста,стоит ли сейчас подавать заявление на кампусную  карту или нет?",документы
А заявление на кампусную карту  подавать где?,документы
Так кампусная для чего? Пропуск? В институт и общежитие?,документы
Так кампусную надо оформлять? И для ЧЕГО она?!,документы
"Уже 5 минут жду реза от кнопки оформить договор, что делать????",технические проблемы
"подскажите , а есть беседа в тг или в вк для поступивших на КНиПМ ?",контакты
Здравствуйте. А можно ли получить комнату в одном из общежитий МАИ платно?,общежитие
А как получить извещение через ЛК?,документы
"Добрый день! Если я не нуждаюсь в общежитии, могу ли я отправить свою фотографию (или сделать её у вас) после 25 числа?",документы
"Здравствуйте.  Возникла проблема со справкой из КВД, анализы сдали, а талонов к врачу нет. Примут ли заключение из частной клиники? И по какому телефону можно уточнить этот вопрос",общежитие
"Добрый день! Как долго занимает оформление личного дела? Если к 16.30 подъехать, поздно?",документы
Я отправлял вам фотографию и ИНН 12 числа и до сих пор не получил ответа. Стоит ли заново отправить или подождать пока что?,документы
"Подскажите, срок действия ПЦР исчисляется с момента сдачи анализа или выдачи результата? И можно ли предоставить электронный вариант (распечатанный)?",документы
"Подскажите пожалуйста, если мы не сможем приехать 25 на заселение в общежитие, а только 30.08, какие действия надо предпринять....куда сообщить или написать или позвонить",общежитие
А есть какой-нибудь чатик по олимпиадному программированию?,обучение
А когда будет приказ о распределении по направлениям на книпме?,распределение по кафедрам
"подскажите , сколько мест на ПМИ ?",описание направлений
А как сделать копию извещения о зачислении. Просто приказ распечатать?,документы
"А где можно будет 25 сразу сделать копию извещения, получив подлинник у студгородка?",документы
"Вы говорили, что те, кто выслал фото электронной получат извещение о зачислении у сотрудника ПК возле корпуса студгородка. Это все так ?",документы
"Здравствуйте. Нужен ли пцр, если есть сертификат о вакцинации?",общежитие
"Скажите пожалуйста, где конкретно в личном кабинете появится уведомление о том что договор готов и можно оплачивать?",технические проблемы
Добрый день. Как должно выглядеть письмо с ИНН ( какую информацию указать вместе с номером ИНН) и на какую почту отправлять ?,документы
"Что делать , если  не пришёл ответ по поводу отправленного фото?",технические проблемы
Куда чек отправить об оплате? На какую почту?,документы
Доброе утро. Можно ли изменить в личном кабинете пароль или номер телефона?,технические проблемы
И должен ли происходить вход в электронную почту студента и систему электронного обучения (2 последние ссылки на странице с логином и паролем) по полученному логину и паролю?,технические проблемы
"добрый день , я не могу получить пароль для лк , пишут израсходован дневной лимит , могу ли я как-то иначе узнать номер группы ? или ждать след дня ?",технические проблемы
В итоге попали в самый последний приоритет по Гугл форме. Как быть?,распределение по кафедрам
